file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\instance\AnvilLoader.java,net.minestom.server.instance.AnvilLoader,unloadChunk/1[net.minestom.server.instance.Chunk],false,443,3,0,0,0,5,9,23,0,5,1,9,0,0,0,2,1,0,0,0,5,0,5,0,0,0,33,1,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\instance\AnvilLoader.java,net.minestom.server.instance.AnvilLoader,"loadSections/2[net.minestom.server.instance.Chunk,net.minestom.server.instance.ChunkReader]",false,161,12,5,1,4,27,47,96,0,41,2,47,0,0,12,7,1,3,4,16,43,25,7,0,0,2,56,2,1,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\instance\AnvilLoader.java,net.minestom.server.instance.AnvilLoader,getBlockState/1[net.minestom.server.instance.Block],false,360,2,1,1,0,1,5,3,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\instance\AnvilLoader.java,net.minestom.server.instance.AnvilLoader,AnvilLoader/1[java.nio.file.Path],true,55,1,0,0,0,1,1,5,0,0,1,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,4,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\instance\AnvilLoader.java,net.minestom.server.instance.AnvilLoader,"save/2[net.minestom.server.instance.Chunk,net.minestom.server.instance.ChunkWriter]",false,364,14,10,1,9,12,35,55,0,24,2,35,1,1,4,7,0,4,5,21,26,27,6,0,0,0,38,2,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\instance\AnvilLoader.java,net.minestom.server.instance.AnvilLoader,"loadChunk/3[net.minestom.server.instance.Instance,int,int]",false,80,5,1,0,1,3,6,13,3,0,3,6,1,2,0,0,1,0,1,0,0,0,1,0,0,0,14,1,1,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\command\builder\arguments\ArgumentEnum.java,net.minestom.server.command.builder.arguments.ArgumentEnum,"ArgumentEnum/2[java.lang.String,java.lang.Class<E>]",true,20,2,0,0,0,1,1,5,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\command\builder\arguments\ArgumentEnum.java,net.minestom.server.command.builder.arguments.ArgumentEnum,parser/0,false,43,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\command\builder\arguments\ArgumentEnum.java,net.minestom.server.command.builder.arguments.ArgumentEnum,toString/0,false,64,1,1,0,1,1,2,3,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\command\builder\arguments\ArgumentEnum.java,net.minestom.server.command.builder.arguments.ArgumentEnum,parse/1[java.lang.String],false,33,3,1,0,1,3,4,8,1,0,1,4,0,0,1,0,0,0,2,0,0,1,2,0,0,0,8,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\command\builder\arguments\ArgumentEnum.java,net.minestom.server.command.builder.arguments.ArgumentEnum,entries/0,false,47,0,0,0,0,1,5,3,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\command\builder\arguments\ArgumentEnum.java,net.minestom.server.command.builder.arguments.ArgumentEnum,setFormat/1[net.minestom.server.command.builder.arguments.ArgumentEnum.Format],false,26,4,0,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\adventure\audience\SingleAudienceProvider.java,net.minestom.server.adventure.audience.SingleAudienceProvider,registry/0,false,84,4,2,0,2,1,2,3,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\adventure\audience\SingleAudienceProvider.java,net.minestom.server.adventure.audience.SingleAudienceProvider,all/0,false,34,3,1,0,1,1,2,3,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\adventure\audience\SingleAudienceProvider.java,net.minestom.server.adventure.audience.SingleAudienceProvider,server/0,false,54,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\adventure\audience\SingleAudienceProvider.java,net.minestom.server.adventure.audience.SingleAudienceProvider,players/0,false,39,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\adventure\audience\SingleAudienceProvider.java,net.minestom.server.adventure.audience.SingleAudienceProvider,console/0,false,49,2,0,0,0,1,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\adventure\audience\SingleAudienceProvider.java,net.minestom.server.adventure.audience.SingleAudienceProvider,customs/1[java.util.function.Predicate<net.minestom.server.adventure.audience.Audience>],false,74,4,2,0,2,1,3,3,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\adventure\audience\SingleAudienceProvider.java,net.minestom.server.adventure.audience.SingleAudienceProvider,iterable/0,false,29,2,12,12,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\adventure\audience\SingleAudienceProvider.java,net.minestom.server.adventure.audience.SingleAudienceProvider,custom/1[net.minestom.server.adventure.audience.Key],false,64,5,2,0,2,1,3,3,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\adventure\audience\SingleAudienceProvider.java,net.minestom.server.adventure.audience.SingleAudienceProvider,SingleAudienceProvider/0,true,21,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\adventure\audience\SingleAudienceProvider.java,net.minestom.server.adventure.audience.SingleAudienceProvider,"custom/2[net.minestom.server.adventure.audience.Key,java.util.function.Predicate<net.minestom.server.adventure.audience.Audience>]",false,69,5,2,0,2,1,3,3,1,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\adventure\audience\SingleAudienceProvider.java,net.minestom.server.adventure.audience.SingleAudienceProvider,all/1[java.util.function.Predicate<net.minestom.server.adventure.audience.Audience>],false,79,4,2,0,2,1,3,3,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\adventure\audience\SingleAudienceProvider.java,net.minestom.server.adventure.audience.SingleAudienceProvider,players/1[java.util.function.Predicate<net.minestom.server.adventure.audience.Player>],false,44,4,1,0,1,1,6,3,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\adventure\audience\SingleAudienceProvider.java,net.minestom.server.adventure.audience.SingleAudienceProvider,customs/0,false,59,4,4,2,2,1,3,3,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\event\instance\RemoveEntityFromInstanceEvent.java,net.minestom.server.event.instance.RemoveEntityFromInstanceEvent,getInstance/0,false,21,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\event\instance\RemoveEntityFromInstanceEvent.java,net.minestom.server.event.instance.RemoveEntityFromInstanceEvent,"RemoveEntityFromInstanceEvent/2[net.minestom.server.event.instance.Instance,net.minestom.server.event.instance.Entity]",true,15,3,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\event\instance\RemoveEntityFromInstanceEvent.java,net.minestom.server.event.instance.RemoveEntityFromInstanceEvent,getEntity/0,false,30,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\monster\raider\AbstractIllagerMeta.java,net.minestom.server.entity.metadata.monster.raider.AbstractIllagerMeta,"AbstractIllagerMeta/2[net.minestom.server.entity.metadata.monster.raider.Entity,net.minestom.server.entity.Metadata]",true,11,3,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\extras\query\Query.java,net.minestom.server.extras.query.Query,isStarted/0,false,121,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\extras\query\Query.java,net.minestom.server.extras.query.Query,"sendResponse/3[net.minestom.server.extras.query.Writeable,int,java.net.SocketAddress]",false,198,4,0,0,0,3,6,15,0,2,3,6,0,0,0,0,1,0,1,1,2,0,2,0,0,0,26,10,1,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\extras\query\Query.java,net.minestom.server.extras.query.Query,start/1[int],false,69,0,1,1,0,3,6,19,3,0,1,6,0,0,0,1,1,0,1,1,4,0,2,0,0,0,31,9,1,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\extras\query\Query.java,net.minestom.server.extras.query.Query,run/0,false,125,4,2,0,2,14,23,60,2,14,0,23,0,0,1,5,2,1,2,9,14,0,4,0,0,2,44,10,2,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\extras\query\Query.java,net.minestom.server.extras.query.Query,Query/0,true,44,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\extras\query\Query.java,net.minestom.server.extras.query.Query,stop/0,false,98,0,0,0,0,2,3,14,2,0,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,15,1,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\extras\query\Query.java,net.minestom.server.extras.query.Query,start/0,false,53,1,1,0,1,2,1,10,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,26,9,0,true
D:\OOD\Minestom-master\Minestom-master\src\test\java\net\minestom\server\entity\EntityViewerRuleIntegrationTest.java,net.minestom.server.entity.EntityViewerRuleIntegrationTest,viewableRuleDouble/1[net.minestom.server.entity.Env],false,51,3,0,0,0,1,8,25,0,7,1,8,0,0,0,0,0,0,0,16,5,0,0,0,0,2,19,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\test\java\net\minestom\server\entity\EntityViewerRuleIntegrationTest.java,net.minestom.server.entity.EntityViewerRuleIntegrationTest,viewerRuleDouble/1[net.minestom.server.entity.Env],false,117,3,0,0,0,1,8,25,0,7,1,8,0,0,0,0,0,0,0,16,5,0,0,0,0,2,19,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\test\java\net\minestom\server\entity\EntityViewerRuleIntegrationTest.java,net.minestom.server.entity.EntityViewerRuleIntegrationTest,viewerRule/1[net.minestom.server.entity.Env],false,83,3,0,0,0,2,7,11,0,5,1,7,0,0,0,1,0,0,0,11,3,1,0,0,0,2,14,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\test\java\net\minestom\server\entity\EntityViewerRuleIntegrationTest.java,net.minestom.server.entity.EntityViewerRuleIntegrationTest,viewableRule/1[net.minestom.server.entity.Env],false,16,3,0,0,0,2,7,11,0,5,1,7,0,0,0,1,0,0,0,11,3,1,0,0,0,2,14,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\test\java\net\minestom\server\entity\EntityViewerRuleIntegrationTest.java,net.minestom.server.entity.EntityViewerRuleIntegrationTest,viewableRuleUpdate/1[net.minestom.server.entity.Env],false,33,3,0,0,0,1,8,13,0,5,1,8,0,0,0,0,0,0,0,10,4,0,0,0,0,1,18,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\test\java\net\minestom\server\entity\EntityViewerRuleIntegrationTest.java,net.minestom.server.entity.EntityViewerRuleIntegrationTest,viewerRuleUpdate/1[net.minestom.server.entity.Env],false,100,3,0,0,0,1,8,13,0,5,1,8,0,0,0,0,0,0,0,10,4,0,0,0,0,1,18,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\event\player\PlayerRespawnEvent.java,net.minestom.server.event.player.PlayerRespawnEvent,PlayerRespawnEvent/1[net.minestom.server.event.player.Player],true,17,2,0,0,0,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\event\player\PlayerRespawnEvent.java,net.minestom.server.event.player.PlayerRespawnEvent,getPlayer/0,false,43,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\event\player\PlayerRespawnEvent.java,net.minestom.server.event.player.PlayerRespawnEvent,setRespawnPosition/1[net.minestom.server.event.player.Pos],false,38,2,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\event\player\PlayerRespawnEvent.java,net.minestom.server.event.player.PlayerRespawnEvent,getRespawnPosition/0,false,29,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,true
D:\OOD\Minestom-master\Minestom-master\src\test\java\net\minestom\server\entity\EntityProjectileIntegrationTest.java,net.minestom.server.entity.EntityProjectileIntegrationTest,gravityVelocity/1[net.minestom.server.entity.Env],false,13,5,0,0,0,3,14,23,0,9,1,14,0,0,1,0,0,0,0,15,11,0,2,0,0,0,23,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\test\java\net\minestom\server\entity\EntityProjectileIntegrationTest.java,net.minestom.server.entity.EntityProjectileIntegrationTest,noGravityVelocity/1[net.minestom.server.entity.Env],false,45,5,0,0,0,3,15,24,0,9,1,15,0,0,1,0,0,0,0,14,11,0,2,0,0,0,24,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\ai\target\LastEntityDamagerTarget.java,net.minestom.server.entity.ai.target.LastEntityDamagerTarget,"LastEntityDamagerTarget/2[net.minestom.server.entity.EntityCreature,float]",true,17,2,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\ai\target\LastEntityDamagerTarget.java,net.minestom.server.entity.ai.target.LastEntityDamagerTarget,findTarget/0,false,23,4,4,0,4,4,4,11,3,2,0,4,0,0,0,0,0,1,0,0,2,0,1,0,0,0,9,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\instance\generator\UnitModifier.java,net.minestom.server.instance.generator.UnitModifier,"fill/3[net.minestom.server.instance.generator.Point,net.minestom.server.instance.generator.Point,net.minestom.server.instance.generator.Block]",false,40,3,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\instance\generator\UnitModifier.java,net.minestom.server.instance.generator.UnitModifier,"fillHeight/3[int,int,net.minestom.server.instance.generator.Block]",false,49,2,1,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\instance\generator\UnitModifier.java,net.minestom.server.instance.generator.UnitModifier,setAll/1[net.minestom.server.instance.generator.UnitModifier.Supplier],false,19,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\instance\generator\UnitModifier.java,net.minestom.server.instance.generator.UnitModifier,fill/1[net.minestom.server.instance.generator.Block],false,33,2,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\instance\generator\UnitModifier.java,net.minestom.server.instance.generator.UnitModifier,"setRelative/4[int,int,int,net.minestom.server.instance.generator.Block]",false,9,2,1,1,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\instance\generator\UnitModifier.java,net.minestom.server.instance.generator.UnitModifier,setAllRelative/1[net.minestom.server.instance.generator.UnitModifier.Supplier],false,26,2,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\instance\generator\UnitModifier.java,net.minestom.server.instance.generator.UnitModifier,fillBiome/1[net.minestom.server.instance.generator.Biome],false,58,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\utils\binary\Writeable.java,net.minestom.server.utils.binary.Writeable,write/1[net.minestom.server.utils.binary.BinaryWriter],false,10,2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\utils\UniqueIdUtils.java,net.minestom.server.utils.UniqueIdUtils,isUniqueId/1[java.lang.String],false,21,0,0,0,0,1,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\monster\GiantMeta.java,net.minestom.server.entity.metadata.monster.GiantMeta,"GiantMeta/2[net.minestom.server.entity.metadata.monster.Entity,net.minestom.server.entity.Metadata]",true,11,3,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\extras\query\event\BasicQueryEvent.java,net.minestom.server.extras.query.event.BasicQueryEvent,"BasicQueryEvent/2[java.net.SocketAddress,int]",true,19,2,2,1,1,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,true
D:\OOD\Minestom-master\Minestom-master\src\test\java\net\minestom\server\tag\TagViewTest.java,net.minestom.server.tag.TagViewTest,Entry/1[java.lang.String],false,31,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,false
D:\OOD\Minestom-master\Minestom-master\src\test\java\net\minestom\server\tag\TagViewTest.java,net.minestom.server.tag.TagViewTest,pathSnbt/0,false,132,3,1,0,1,1,6,9,0,3,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,13,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\test\java\net\minestom\server\tag\TagViewTest.java,net.minestom.server.tag.TagViewTest,snbtOverride/0,false,66,3,1,0,1,1,5,8,0,2,0,5,0,0,0,0,0,0,2,1,2,0,0,0,0,0,12,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\test\java\net\minestom\server\tag\TagViewTest.java,net.minestom.server.tag.TagViewTest,basic/0,false,35,2,0,0,0,1,9,12,0,2,0,9,0,0,0,0,0,0,1,0,2,0,0,0,0,0,18,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\test\java\net\minestom\server\tag\TagViewTest.java,net.minestom.server.tag.TagViewTest,snbt/0,false,51,3,1,0,1,1,5,8,0,2,0,5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,18,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\test\java\net\minestom\server\tag\TagViewTest.java,net.minestom.server.tag.TagViewTest,path/0,false,115,2,0,0,0,1,10,13,0,3,0,10,0,0,0,0,0,0,2,0,3,0,0,0,0,0,11,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\test\java\net\minestom\server\tag\TagViewTest.java,net.minestom.server.tag.TagViewTest,compoundSerializer/0,false,150,2,1,0,1,1,9,12,0,2,0,9,0,0,0,0,0,0,5,1,2,0,0,0,0,0,11,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\test\java\net\minestom\server\tag\TagViewTest.java,net.minestom.server.tag.TagViewTest,empty/0,false,85,4,1,0,1,1,10,22,0,3,0,10,0,0,0,0,0,0,3,0,3,0,0,1,0,0,29,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\EntityMeta.java,net.minestom.server.entity.metadata.EntityMeta,setSwimming/1[boolean],false,77,1,1,0,1,1,1,3,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\EntityMeta.java,net.minestom.server.entity.metadata.EntityMeta,setNotifyAboutChanges/1[boolean],false,45,0,1,1,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1,0,true
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\EntityMeta.java,net.minestom.server.entity.metadata.EntityMeta,setHasGlowingEffect/1[boolean],false,93,1,2,1,1,1,1,3,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\EntityMeta.java,net.minestom.server.entity.metadata.EntityMeta,consumeEntity/1[java.util.function.Consumer<net.minestom.server.entity.Entity>],false,187,1,0,0,0,2,2,6,0,1,1,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5,4,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\EntityMeta.java,net.minestom.server.entity.metadata.EntityMeta,setCustomName/1[net.minestom.server.entity.metadata.Component],false,117,1,1,1,0,1,2,3,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\EntityMeta.java,net.minestom.server.entity.metadata.EntityMeta,setAirTicks/1[int],false,109,0,0,0,0,1,2,3,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\EntityMeta.java,net.minestom.server.entity.metadata.EntityMeta,isOnFire/0,false,49,1,2,1,1,1,1,3,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\EntityMeta.java,net.minestom.server.entity.metadata.EntityMeta,isInvisible/0,false,81,1,2,1,1,1,1,3,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\EntityMeta.java,net.minestom.server.entity.metadata.EntityMeta,"getMaskBit/2[int,byte]",false,169,1,17,16,1,2,1,3,1,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,5,4,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\EntityMeta.java,net.minestom.server.entity.metadata.EntityMeta,setFlyingWithElytra/1[boolean],false,101,1,2,1,1,1,1,3,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\EntityMeta.java,net.minestom.server.entity.metadata.EntityMeta,isSilent/0,false,129,0,1,1,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\EntityMeta.java,net.minestom.server.entity.metadata.EntityMeta,isSneaking/0,false,57,1,3,2,1,1,1,3,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\EntityMeta.java,net.minestom.server.entity.metadata.EntityMeta,getAirTicks/0,false,105,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,8,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\EntityMeta.java,net.minestom.server.entity.metadata.EntityMeta,"setMask/2[int,byte]",false,165,0,1,1,0,1,2,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\EntityMeta.java,net.minestom.server.entity.metadata.EntityMeta,setPose/1[net.minestom.server.entity.Entity.Pose],false,149,1,1,1,0,1,2,3,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\EntityMeta.java,net.minestom.server.entity.metadata.EntityMeta,setSilent/1[boolean],false,133,0,1,1,0,1,2,3,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\EntityMeta.java,net.minestom.server.entity.metadata.EntityMeta,setSprinting/1[boolean],false,69,1,2,1,1,1,1,3,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\EntityMeta.java,net.minestom.server.entity.metadata.EntityMeta,getPose/0,false,145,1,1,1,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,1,0,false
D:\OOD\Minestom-master\Minestom-master\src\main\java\net\minestom\server\entity\metadata\EntityMeta.java,net.minestom.server.entity.metadata.EntityMeta,setCustomNameVisible/1[boolean],false,125,0,1,1,0,1,2,3,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,1,0,false
